Beryl Bainbridge,The Bottle Factory Outing
Martin Amis,The Rachel Papers
Carson McCullers,The Ballad of the Sad Cafe
Fleur Jaeggy,Sweet Days of Discipline
Maryse Condé,"I, Tituba, Black Witch of Salem"
Primo Levi,The Periodic Table
Roberto Bolaño,Distant Star
Thomas Bernhard,The Loser
Henry James,The Spoils of Poynton
James Ellroy,L.A. Confidential 
John Williams,Stoner
Ba Jin,Cold Nights
Kobo Abe,The Woman in the Dunes
Josephine Tey,The Daughter of Time
Philip K. Dick,VALIS
Thomas Mann,The Black Swan
Ian Fleming,Diamonds Are Forever
T. C. Boyle,Stories
Emily Brontë,The Poems of Emily Bronte
Unknown,The Protocols of the Elders of Zion
Unknown,Poem of the Cid
Robert Louis Stevenson,The Master of Ballantrae: A Winter's Tale
Henrik Ibsen,An Enemy of the People
Jack Kerouac,The Subterraneans
Alexander Pope,The Rape of the Lock
Anatole France,Penguin Island
Francis Bacon,New Atlantis
Jerzy Kosinski,The Painted Bird 
H. G. Wells,The Invisible Man
A. E. Housman,The Collected Poems of A. E. Housman
Albert C. Outler,John Wesley's Sermons: An Anthology
Lodovico Ariosto,The Orlando Furioso
Anaïs Nin,A Spy In The House Of Love
Vladimir Nabokov,The Stories of Vladimir Nabokov
Walter Savage Landor,The Works of Walter Savage Landor
Herman Melville,Benito Cereno
Unknown,Orpheus and Eurydice
Charles Dickens,Nicholas Nickleby
Iris Murdoch,The Unicorn
Iris Murdoch,The Green Knight
Matsuo Bashō,Poems of Matsuo Bashō
Thomas Hardy,The Short Stories Of Thomas Hardy 
Theodore Roethke,The Collected Poems of Theodore Roethke
Alexander Pushkin,The Poetry of Alexander Pushkin
na,na
list details page,"129 ""best of"" book lists"
Elizabeth Barrett Browning,Sonnets from the Portuguese
John Cheever,Falconer
Ivan Turgenev,A Reckless Character and Other Stories
Carl Gustav Jung,Two Essays on Analytical Psychology
James Fenimore Cooper,The Pioneers
Evelyn Waugh,Vile Bodies
Tennessee Williams,Cat on a Hot Tin Roof 
Seneca,Thyestes
Unknown,Reynard the Fox
Ben Jonson,Volpone
William Shakespeare,The Winter's Tale
Philip K. Dick,Ubik
Colin Dexter,The Remorseful Day
James Baldwin,Early Novels and Stories
Unknown,The Twelve Labours of Hercules
Hart Crane,The Bridge
August Strindberg,The Father
Edgar Lee Masters,Spoon River Anthology
Anonymous,Everyman
Ian Fleming,From Russia with Love
T. C. Boyle,Water Music
Patrick Hamilton,Hangover Square: A Story of Darkest Earl's Court
Fay Weldon,The Hearts and Lives of Men: A Novel
Unknown,The Quest for the Golden Fleece
August Strindberg,Miss Julie
Unknown,The Song of Roland
Hesiod,Works and Days
Christopher Isherwood,The Berlin Stories
Nikolai Gogol,Stories of Nikolai Gogol
H. Rider Haggard,She
Alexander Pope,An Essay on Man
Anna Gavalda,I Wish Someone Were Waiting for Me Somewhere
Ali Smith,Autumn
Michael Chabon,Wonder Boys
George Rippey Stewart,Earth Abides
Mark Z. Danielewski,House of Leaves
Anne Enright,The Green Road
Julian Barnes,Levels of Life
Agota Kristof,The Notebook: The Proof ; The Third Lie : Three Novels
Seamus Heaney,Human Chain
Terry Pratchett,Night Watch
Shirley Jackson,The Haunting of Hill House 
Zadie Smith,On Beauty
Clive Barker,Books of Blood
Richard Matheson,I Am Legend
Lauren Groff,Fates and Furies
H. P. Lovecraft,Tales of H. P. Lovecraft
Emily St John Mandel,Station Eleven
Pat Barker,The Silence of the Girls
Chuck Palahniuk,Haunted
na,na
list details page,"129 ""best of"" book lists"
Stephen Wright,Going Native
John le Carré,The Constant Gardener
Ray Bradbury,The Stories of Ray Bradbury
Javier Marías,The Infatuations
Zoë Heller,Notes on a Scandal
Mohsin Hamid,Exit West
Olga Tokarczuk,Drive Your Plow Over the Bones of the Dead
Sarah Hall,The Electric Michelangelo
Yuri Herrera,Signs Preceding the End of the World
Ted Chiang,Stories of Your Life and Others
Jim Crace,Harvest
David Mitchell,Ghostwritten
Neil Gaiman,Coraline
Donald Barthelme,Sixty Stories
Philip K. Dick,Selected Stories of Philip K. Dick
Kate Atkinson,Case Histories
John McGahern,That They May Face the Rising Sun
Jenny Erpenbeck,Visitation
M. John Harrison,Light
Helen Dunmore,The Siege
Ali Smith,The Accidental
Nicola Barker,Darkmans
Hanya Yanagihara,A Little Life
Cormac McCarthy,No Country for Old Men
Alain Mabanckou,Broken Glass
Margaret Atwood,Cat's Eye
Haruki Murakami,"South of the Border, West of the Sun: A Novel"
Ulrich Plenzdorf,Die neuen Leiden des jungen W.
Yasushi Inoue,The Hunting Gun
Philippe Djian,Betty Blue: The Story of a Passion
Jakob Wassermann,Der Fall Mauritius
Carlos Ruiz Zafon,The Shadow of the Wind
Lion Feuchtwanger,Success: Three Years in the Life of a Province
Bertolt Brecht,The Good Person of Szechwan
Friedrich Dürrenmatt,The Physicists
Isaac Bashevis Singer,Shadows on the Hudson: A Novel
Karl Kraus,The Last Days of Mankind
Frederick Forsyth,The Day of the Jackal
Gotthold Ephraim Lessing,Nathan the Wise
Kurt Tucholsky,Castle Gripsholm
Raymond Chandler,"Farewell, My Lovely: A Novel"
Honore De Balzac,Splendors and Miseries of Courtesans
Brian Moore,The Statement
Heinrich Böll,The Clown
Cormac McCarthy,The Crossing
Raymond Carver,Where I'm Calling From
Friedrich Schiller,"Don Carlos: Infante of Spain, a Drama in Five Acts"
Erich Kästner,The Animals' Conference
Birgit Vanderbeke,Alberta empfängt einen Liebhaber
Cormac McCarthy,Cities of the Plain
na,na
list details page,"129 ""best of"" book lists"
Celeste Ng,Little Fires Everywhere
Sebastian Barry,The Secret Scripture
Richard Price,Clockers
Colson Whitehead,The Nickel Boys
James Salter,A Sport and a Pastime
Edward Lear,Edward Lear's Book of Nonsense
Susanna Clarke,Jonathan Strange and Mr Norrell
Madeline Miller,Circe
Robert Bringhurst,Masterworks of the Classical Haida Mythtellers
Robert Coover,The Public Burning
Dennis Lehane,Mystic River
William S. Burroughs,Nova Express
William S. Burroughs,The Ticket That Exploded
William S. Burroughs,The Soft Machine
Uwem Akpan,Say You’re One of Them
Raymond Federman,Take It Or Leave It
Karen Russell,Swamplandia!
Joyce Carol Oates,Black Water
Jacques Prévert,Words
Hergé,The Blue Lotus
Lisa Ko,The Leavers
Janet Lewis,The Wife of Martin Guerre
Rene Goscinny,Asterix the Gaul
Eugène Ionesco,The Bald Soprano
Brandon Sanderson,The Way of Kings
Marguerite Yourcenar,The Abyss
William T. Vollmann,The Rifles
John Darnielle,Wolf in White Van
Amy Hempel,The Collected Stories of Amy Hempel
Jean Giono,The Horseman on the Roof
Samuel R. Delany,Dhalgren
Ta-Nehisi Coates,The Water Dancer
Shaun Tan,The Arrival
Rikki Ducornet,The Stain: A Novel
François Mauriac,Thérèse Desqueyroux
Rikki Ducornet,The Fountains of Neptune
Rikki Ducornet,The Jade Cabinet
Kenzaburō Ōe,A Personal Matter
Rikki Ducornet,Entering Fire
Meg Rosoff,How I Live Now
William Gibson,Count Zero
William Gibson,Mona Lisa Overdrive
Stefan Zweig,Confusion
William Trevor,William Trevor: The Collected Stories
Pat Barker,The Eye in the Door
Erin Morgenstern,The Night Circus
Alice Munro,Runaway
Joseph McElroy,Lookout cartridge
Sandra Cisneros,The House on Mango Street
Vercors,Silence de la Mer
na,na
list details page,"129 ""best of"" book lists"
Esther Forbes,A Mirror for Witches
Paul C. Metcalf,Genoa: a telling of wonders
Alan Garner,Thursbitch
Zadie Smith,Swing Time
Isabel Allende,Eva Luna
Patrick Rothfuss,The Wise Man's Fear
Raymond Federman,Double Or Nothing
Ann Patchett,Commonwealth
Elizabeth Taylor,The Soul of Kindness
Milan Kundera,The Joke
John Hawkes,The Cannibal: Novel
Robert Harris,The Ghost
Barbara Pym,Less Than Angels
Christopher Bollen,The Destroyers
Louis Aragon,Aurélien
J M Coetzee,Youth
Terry McMillan,Waiting to Exhale
Paul Claudel,The Satin Slipper
Michelle Paver,Wolf Brother
Helen Oyeyemi,"Boy, Snow, Bird"
Bertolt Brecht,The Resistible Rise of Arturo Ui
Michel Tournier,Friday
Eimear McBride,The Lesser Bohemians
John le Carré,The Night Manager
Jon McGregor,If Nobody Speaks of Remarkable Things
Ian Rankin,Fleshmarket Close
Ursula K. Le Guin,Always Coming Home
T. Coraghessan Boyle,Drop City
Jacqueline Woodson,Red at the Bone
Colette,Tendrils of Vines
Edwidge Danticat,Krik? Krak!
Paul Éluard,Capital of Pain
Jack London,Martin Eden
Hugo Pratt,Ballad of the Salt Sea
George Frederick Ruxton,Life in the Far West
Ottessa Moshfegh,Eileen
Neil Astley,Staying Alive
R. F. Kuang,The Poppy War
Russell Hoban,Riddley Walker
William Eastlake,The Bronc People
William Eastlake,Go in Beauty
Jonathan Littell,The Kindly One
William Eastlake,Portrait of an Artist with 26 Horses
Stanley Elkin,The Franchiser
Selma Lagerlöf,The Wonderful Adventures of Nils
David Garnett,Lady into Fox
Tom Robbins,Skinny Legs and All
Ray Bradbury,The Martian Chronicles
Jeanette Winterson,The PowerBook
R. O. Kwon,The Incendiaries
na,na
list details page,"129 ""best of"" book lists"
J. M. G. Le Clezio,The Interrogation
Ben Marcus,The Age of Wire and String
Haruki Murakami,"Blind Willow, Sleeping Woman"
Nathalie Sarraute,Tropisms
Harry Mathews,Tlooth
Elizabeth McCracken,Bowlaway
Christopher Logue,War Music
David Peace,The Damned Utd
Hank Green,An Absolutely Remarkable Thing
Roald Dahl,Matilda
Ruth Rendell,A Sight for Sore Eyes
Iris Murdoch,The Flight from the Enchanter
Michael Donaghy,Collected Poems of Michael Donaghy
Gene Wolfe,The Citadel of the Autarch
Gene Wolfe,The Shadow of the Torturer
Gene Wolfe,The Claw Of The Conciliator
Gene Wolfe,The Sword of the Lictor
Hannah Tinti,The Twelve Lives of Samuel Hawley
L. P. Hartley,Eustace and Hilda
Jay McInerney,"Bright Lights, Big City"
William Kennedy,Legs
Roald Dahl,James and the Giant Peach
William Kennedy,Billy Phelan's Greatest Game
William H. Gass,The Tunnel
Claire Messud,The Emperor's Children
Ismail Kadare,The General of the Dead Army
William Faulkner,"Go Down, Moses"
William H. Gass,Omensetter's Luck
Gordon Burn,Born Yesterday
Nnedi Okorafor,Who Fears Death
Georges Simenon,The Strange Case of Peter the Lett
Salman Rushdie,The Enchantress of Florence
Louis Sachar,Holes
Alexander Theroux,Darconville's Cat
Ronald Sukenick,Up
Eudora Welty,The Golden Apples
Roxane Gay,An Untamed State
Michael Cunningham,A Home at the End of the World
Ishmael Reed,Yellow Back Radio Broke-Down
Wells Tower,"Everything Ravaged, Everything Burned"
Scott Smith,The Ruins
René Char,Furor and Mystery
William T. Vollmann,You Bright and Risen Angels
Annie Proulx,Close Range: Wyoming Stories
James Hadley Chase,No Orchids for Miss Blandish
Robert Coover,The Universal Baseball Association
Edgar P. Jacobs,Blake and Mortimer
Steve Katz,Creamy and Delicious
Louise Erdrich,LaRose
Meg Wolitzer,The Interestings
na,na
list details page,"129 ""best of"" book lists"
Ottessa Moshfegh,My Year of Rest and Relaxation
Elizabeth Strout,Anything Is Possible
Scott Turow,Presumed Innocent
Michel Butor,Second Thoughts
Theodore Sturgeon,More Than Human
Hannah Arendt,The Burden of Our Time
Walker Percy,The Last Gentleman
Seamus Heaney,District and Circle
Neil Gaiman,The Ocean at the End of the Lane
Gilbert Sorrentino,Mulligan Stew
Sarah Hall,The Carhullan Army
Bernardine Evaristo,The Emperor's Babe
Allegra Goodman,Kaaterskill Falls
Henry Miller,The Rosy Crucifixion
Alvaro Enrigue,Sudden Death
Ted Mooney,Easy Travel to Other Planets
Saint-John Perse,Amers
André Franquin,Gaston
Steve Erickson,Tours of the Black Clock
Barbara Kingsolver,Flight Behavior
Kathy Acker,In Memoriam to Identity
Mick Imlah,The Lost Leader
Alice Hoffman,Practical Magic
Meg Wolitzer,The Position
Samuel Delany,Hogg
Colette,The Pure and the Impure
Katherine Anne Porter,Flowering Judas and Other Stories
Renata Adler,Speedboat
Justin Cartwright,Leading the Cheers
Julia Alvarez,How the Garcia Girls Lost Their Accents
Jim Crace,Quarantine
Rick Moody,The Ice Storm: A Novel
Doris Lessing,African Stories
William Trevor,Felicia's Journey
Glen David Gold,Carter Beats The Devil
Frederick Exley,A Fan's Notes
P. G. Wodehouse,Joy in the Morning
Virginia Woolf,The Voyage Out
Beryl Bainbridge,Every Man for Himself
Iris Murdoch,The Sacred and Profane Love Machine
William Shakespeare,"Henry IV, Part I"
William Shakespeare,The Taming of the Shrew
Stef Penney,The Tenderness of Wolves
Alan Lightman,Einstein's Dreams
Susan Hill,The Bird of Night
Tom Spanbauer,I Loved You More
Raymond Carver,"Will You Please be Quiet, Please?"
Kate Christensen,The Epicure's Lament
Bernard Malamud,The Natural
Michael Chabon,The Yiddish Policemen's Union
na,na
list details page,"129 ""best of"" book lists"
Jane Gardam,The Queen of the Tambourine
Peter Handke,A Sorrow Beyond Dreams
Jack London,The Complete Short Stories of Jack London
John Hawkes,The Lime Twig
David Lodge,How Far Can You Go?
Rudyard Kipling,If: A Father's Advice to His Son
Shiva Naipaul,The Chip Chip Gatherers
Penelope Fitzgerald,The Beginning of Spring
Thomas A. Green,Native American Folktales
Jayne Anne Phillips,Black Tickets
Arthur Rimbaud,Le Bateau Ivre
Alasdair Gray,Poor Things
Kate Atkinson,Behind of the Scenes at the Museum
Christopher Hope,Kruger's Alp
John Ashbery,Rivers and Mountains
James Weldon Johnson,Autobiography of an Ex-Colored Man
Steven Millhauser,Dangerous Laughter
Menander,The Dyskolos
Paul Sayer,The Comforts of Madness
Jeff Torrington,Swing Hammer Swing!
Pushcart Prize,Pushcart Prize Anthology
Christopher Marlowe,The Tragical History of Doctor Faustus
Colette,Cheri
William McIlvanney,Docherty
Marianne Moore,The Complete Poems of Marianne Moore
George Saunders,CivilWarLand in Bad Decline
Mary Gaitskill,Bad Behavior: Stories
Leigh Hunt,"Foliage: Or, Poems Original and Translated"
Dan Simmons,The Terror
Don Winslow,Savages: A Novel
Andrew Miller,Pure
Patrick Neate,Twelve Bar Blues
Arthur Conan Doyle,The Sign of Four
Anne Tyler,Searching for Caleb
Japan,Hagoromo: A Celestial Robe
Sylvia Townsend Warner,Lolly Willowes
Benjamin Disraeli,Sybil: Or The Two Nations
Kobo Abé,The Box Man
Christopher Isherwood,A Single Man
Rita Dove,On the Bus with Rosa Parks
David Wroblewski,The Story Of Edgar Sawtelle
Claude McKay,Home to Harlem
Wesley Brown,Tragic Magic
Joy Williams,The Changeling
Ann Beattie,Falling in Place
Jack Kerouac,The Dharma Bums
Beryl Bainbridge,Injury Time
Peter Handke, Kaspar and Other Plays
Kahlil Gibran,The Collected Works
Susan Sontag,"I, etcetera"
na,na
list details page,"129 ""best of"" book lists"
Dashiell Hammett,The Continental Op
Michael Frayn,Spies
Heinrich Hoffmann,"Struwwelpeter, Or, Merry Rhymes and Funny Pictures..."
Audrey Niffenegger,The Time Traveler's Wife
Jonathan Safran Foer,Extremely Loud and Incredibly Close
Anaïs Nin,"The Diary of Anais Nin, 1931-1934"
Zora Neale Hurston,The Complete Stories
Paul Auster,City of Glass
Hubert Selby,Last Exit to Brooklyn
George Peele,The Works of George Peele
John Updike,The Coup
Joan Brady,Theory of War
Frank O'Hara,Collected Poems of Frank O'Hara
Chris Ware,Building Stories
Andrew Marvell,Selected Poems
W. C. Heinz,The Professional
Nicholas Mosley,Hopeful Monsters
Siri Hustvedt,The Blazing World
Jennifer Johnston,The Old Jest
Gabriela Mistral,Selected Poems of Gabriela Mistral
Peter Taylor,Collected Stories of Peter Taylor
Hilda Doolittle,Collected Poems 1912-1944
Rose Tremain,Music and Silence
Paule Marshall,"Brown Girl, Brownstones"
Katherine Dunn,Geek Love: A Novel
Barry Gifford,Wild at Heart: The Story of Sailor and Lula
Max Frisch,Man in the Holocene
Michel Faber,The Book of Strange New Things
Douglas Dunn,Elegies
Rudy Wurlitzer,Nog
H. G. Wells,The History of Mr. Polly
Claire Tomalin,Samuel Pepys: The Unequalled Self
Saki,Collected Short Stories of Saki
John Wain,Young Shoulders
Martin Amis,Time's Arrow
Norman Mailer,Advertisements for Myself
William Trevor,Fools of Fortune
Lindsay Clarke,The Chymical Wedding
Kenneth Koch,Thank You and Other Poems
Kent Haruf,Plainsong
Ian McEwan,Saturday
William Shakespeare,The Merchant of Venice
John Hawkes,Blood Oranges
Lewis Carroll,"The Hunting of the Snark: An Agony, in Eight Fits"
Amos Tutola,The Palm-Wine Drinkard
Ian McEwan,The Child in Time
Charles Dickens,Hard Times
Gerda Charles,The Destiny Waltz
Maggie O'Farrell,The Hand That First Held Mine
Robertson Davies,The Cunning Man
na,na
list details page,"129 ""best of"" book lists"
Don Paterson,Landing Light
John Steinbeck,The Pearl
William Boyd,Restless
Dr. Seuss,Green Eggs and Ham
David Mamet,Sexual Perversity in Chicago
Audre Lorde,The Collected Poems of Audre Lorde
Barry Hannah,Airships
Adrienne Rich,"Poems: Selected and New, 1950-1974"
Seamus Heaney,The Spirit Level
China,The Three Hundred Tang Poems
Maurice Leitch,Silver City
Ambrose Bierce,An Occurrence at Owl Creek Bridge
Langston Hughes,The Collected Poems of Langston Hughes
H. G. Wells,Best Science Fiction Stories of H. G. Wells
Peru,Apu Ollontay
Matthew Kneale,English Passengers
Roland Barthes,Mythologies
Paul Theroux,Picture Palace
Unknown,Kabbalah
Maxim Gorky,The Collected Short Stories of Maxim Gorky
Charles Bukowski,Women
Christina Georgina Rossetti,Christina Rossetti: The Complete Poems
Max Apple,The Oranging of America
Stephen Crane,Maggie: A Girl of the Streets
William Trevor,The Children of Dynmouth
Maurice Sendak,Outside Over There
Rodrigo Fresán,The Invented Part
Karen Blixen,Seven Gothic Tales
Cynthia Ozick,The Shawl
A. L. Kennedy,Day
na,na
